id;text_para;pre_na;pre_0
26935;Building on the work of the Spanish Presidency in 2002, the European Care Strategy of September last year adopted new Barcelona Targets for 2030.;NA;NA
185975;Together with stakeholders, we will explore what instruments could be used to reinforce the international role of the euro in energy transactions.;NA;NA
309038;Universal coverage of public health preventive measures for all people and universal access to health are essential pillars of our health systems.;NA;NA
309081;Universal coverage of public health preventive measures for all people and universal access to health are essential pillars of our health systems.;NA;NA
1066657;Aside from contributing to the security of supply of medical radioisotopes, the Pallas reactor will contribute to other objectives of common interest:;NA;NA
1560643;In essence, the scheme allowed companies to pay substantially less tax, simply because they are multinational and could benefit from alleged synergies.;NA;NA
264;Foresight will inform EU political priorities, major initiatives in the Commission Work Programmes as well as major cross-cutting initiatives, such as:;NA;NA
862526;· The organisational independence of UCLAF will be enhanced. I will transform the existing directorate into a Task Force within the Secretariat General.;NA;NA
1844496;"be it through private sector development programmes or trade related assistance in order to help facilitating trade and business creation and development;";NA;NA
989717;For 18 Member States identified in the Alert Mechanism Report 2016 published in November alongside the Annual Growth Survey, the Country Reports include the;NA;NA
1719980;For 18 Member States identified in the Alert Mechanism Report 2016 published in November alongside the Annual Growth Survey, the Country Reports include the;NA;NA
216502;Speech by Commissioner Jourová, in charge of Justice, Consumers and Gender Equality, at the Conference on Radicalisation in Prisons, in Brussels, Borschette.;NA;NA
2047295;"ADDRESS BY SIR LEON BRITTAN TO THE JAPAN-EC ASSOCIATION - BRUSSELS, 14 NOVEMBER 1991 : ""GETTING THE BEST OUT OF EUROPEAN INDUSTRY : THE INTERNATIONAL DIMENSION""";NA;NA
1294135;"Competition Commissioner Neelie Kroes said “These two decisions illustrate my determination to crack down on aid which distorts competition without promoting growth"".";NA;NA
1329785;"[4] ""Secondary treatment"" means a treatment making it possible to eliminate suspended solids and dissolve pollutants by a process generally involving biological treatment.";NA;NA
1512382;"Description: multi-dimensional integration project in 4 countries, including staff exchanges; emphasis on employment creation and income generating activities initiated by the refugees.";NA;NA
1732096;I'd now like to speak about how the Skills Agenda will also help to make better use of existing skills across Europe.;NA;NA
1732098;I'd now like to speak about how the Skills Agenda will also help to make better use of existing skills across Europe.;NA;NA
1263883;In 2007 hundreds of thousands of people took part in the fun. And this year's calendar is busier and more varied than ever.;NA;NA
392870;This is what we would like to do with chemicals and financial services for example – key sectors in this part of the world.;NA;NA
149595;At such a time of extraordinary hardship and uncertainty, the EU needs to show that it is ready and willing to act decisively.;NA;NA
320319;But it's not only about connecting the dots. For example, the Energy Union strategy brings energy security at a much higher level:;NA;NA
320354;But it's not only about connecting the dots. For example, the Energy Union strategy brings energy security at a much higher level:;NA;NA
322195;But it's not only about connecting the dots. For example, the Energy Union strategy brings energy security at a much higher level:;NA;NA
323725;But it's not only about connecting the dots. For example, the Energy Union strategy brings energy security at a much higher level:;NA;NA
757;I'm delighted to be standing here with Ministers and representatives of Europe's wind industry for the signature of the Wind Charter.;NA;NA
1336045;The President of the European Commission José Manuel Barroso has sent the following message to Iraq's new Prime Minister, Ibrahim al-Jafaari:;NA;NA
1587163;By the end of August 2021, AstraZeneca has released for supply over 140 million doses of which 16 million are in the process of being delivered.;NA;NA
1980213;"Speech by Mario Monti : ""Competition and the Consumer : What are the aims of European Competition Policy ?"" at the European Competition Day in Madrid";NA;NA
1980215;"Speech by Mario Monti : ""Competition and the Consumer : What are the aims of European Competition Policy ?"" at the European Competition Day in Madrid";NA;NA
740200;"Finally, we are promoting a European wide system for the availability of medicinal products in advance of authorisation on a ""compassionate use"" basis.";NA;NA
1534458;Despite this legislation, less than 40% of payments in the EU – be they by public authorities or businesses – are made within the contractual deadline.;NA;NA
1913122;€ 191M: transfer of resources for the losses incurred on earning derived from agriculture exports. These funds will be allocated to food security operations,;NA;NA
268964;Efficient systems mean also better use of what innovation brings: eHealth, e-prescription, e-records and, of course, using information about medical pricing.;NA;NA
269007;Efficient systems mean also better use of what innovation brings: eHealth, e-prescription, e-records and, of course, using information about medical pricing.;NA;NA
1140486;On 30 September, formal negotiations will begin between Tunisia and the EU to establish a new 'Privileged Partnership' covering all areas of mutual interest.;NA;NA
75801;And with Europe's Pharmaceutical Strategy we will ensure that all patients have access to affordable, high-quality, safe, sustainable and effective medicines.;NA;NA
1736046;"SPEECH BY MR SUTHERLAND AT THE BAR ASSOCIATION FOR COMMERCE, FINANCE AND INDUSTRY - LONDON, 8 OCTOBER 1987 : ""COMPETITION POLICY IN THE EEC TODAY AND TOMORROW""";NA;NA
2047707;"SPEECH BY MR SUTHERLAND AT THE BAR ASSOCIATION FOR COMMERCE, FINANCE AND INDUSTRY - LONDON, 8 OCTOBER 1987 : ""COMPETITION POLICY IN THE EEC TODAY AND TOMORROW""";NA;NA
383935;Since 2010, the Commission has proposed nearly 30 sets of rules to ensure that all financial actors, products and markets are properly regulated and supervised.;NA;NA
1735987;"ADDRESS BY LORD COCKFIELD AT THE CLUB 1992 CONFERENCE ON PUBLIC PROCUREMENT - LONDON, 9TH MAY 1988 : ""THE IMPORTANCE OF PUBLIC PROCUREMENT IN THE INTERNAL MARKET""";NA;NA
2047646;"ADDRESS BY LORD COCKFIELD AT THE CLUB 1992 CONFERENCE ON PUBLIC PROCUREMENT - LONDON, 9TH MAY 1988 : ""THE IMPORTANCE OF PUBLIC PROCUREMENT IN THE INTERNAL MARKET""";NA;NA
1735953;"ADDRESS BY MR ANDRIESSEN AT THE 7TH WORLD MEAT CONGRESS - PARIS, OCTOBER 13 1988 :""THE REFORM OF THE COMMON AGRICULTURAL POLICY AND ITS INTERNATIONAL IMPLICATIONS""";NA;NA
2047611;"ADDRESS BY MR ANDRIESSEN AT THE 7TH WORLD MEAT CONGRESS - PARIS, OCTOBER 13 1988 :""THE REFORM OF THE COMMON AGRICULTURAL POLICY AND ITS INTERNATIONAL IMPLICATIONS""";NA;NA
1395449;The international community's support would provide the necessary assurances and guarantees for the future of those persons affected by a comprehensive settlement.;NA;NA
1537239;During the pandemic having a single currency has been instrumental in coordinating ressponses across Europe and in avoiding further economic and social divergences.;NA;NA
217849;Last' week's debate generated many heated reactions among Cohesion policy's stakeholders: representatives of Europe's cities, regions, businesses and civil society.;NA;NA
1732321;exchange of views with European Parliament Members of the REGI Committee on the European Commission proposal to establish a Structural Reform Support Programme 2017-2020;NA;NA
1732324;exchange of views with European Parliament Members of the REGI Committee on the European Commission proposal to establish a Structural Reform Support Programme 2017-2020;NA;NA
1736084;"ADDRESS BY MR SUTHERLAND AT THE ASSOCIATION OF EUROPEAN AIR COMPANIES - AMSTERDAM, MARCH 27 1987 : ""COMPETITION ON EUROPEAN AIR TRANSPORT : CLOUDY HORIZONS WITH SILVER LININGS""";NA;NA
2047749;"ADDRESS BY MR SUTHERLAND AT THE ASSOCIATION OF EUROPEAN AIR COMPANIES - AMSTERDAM, MARCH 27 1987 : ""COMPETITION ON EUROPEAN AIR TRANSPORT : CLOUDY HORIZONS WITH SILVER LININGS""";NA;NA
